0: y1-s5, y0-s6, g0-s7, g1-s0, y3-s5, y2-s6, g2-s7, g3-s0, y5-s5, y4-s6, g4-s7, g5-s0, y7-s5, y6-s6, g6-s7, g7-s0, y9-s5, y8-s6, g8-s7, g9-s0, b1-s5, b0-s0, b3-s5, b2-s0, b5-s5, b4-s0, b7-s5, b6-s0, b9-s5, b8-s0, 
272: g6-s1->s0, g5-s2->s1, b3-s3->s5, y5-s4->s6, y6-s2, b5-s3, y8-s2, g7-s2, y1-s2, g4-s0, y3-s6->s4, b2-s1, g9-s1->s2, y7-s1, g8-s1, y0-s1, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, 
273: g6-s1->s0, g5-s2->s1, b3-s3->s5, y5-s4->s6, y3-s6->s4, g4-s0, y7-s1, b2-s1, y6-s2, b5-s3, g8-s1, y8-s2, y0-s1, g7-s2, b4-s1, y1-s2, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g9-s1->s2, 
274: g4-s0->s1, b2-s1->s0, g5-s2->s1, b5-s3->s5, y5-s4->s6, y7-s1, y6-s2, g8-s1, y8-s2, y0-s1, g7-s2, b4-s1, y1-s2, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g6-s0, g9-s2, b3-s5, y3-s4, 
275: y5-s4->s6, g9-s2, b3-s5, y3-s4, g4-s0->s1, b2-s1->s0, g5-s2->s1, b5-s3->s5, y7-s1, g6-s0, y6-s2, g8-s1, y8-s2, y0-s1, g7-s2, b4-s1, y1-s2, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, 
276: b3-s5, b2-s1->s0, g9-s2->s7, y7-s1, g8-s1, y0-s1, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s0->s1, y3-s4, g6-s0, g5-s2->s1, b5-s3->s5, y6-s2, y8-s2, g7-s2, y1-s2, y5-s4->s6, 
277: g9-s2->s7, b5-s3->s5, y3-s4->s2, y5-s4->s6, b2-s0, g8-s1, b3-s5, g4-s0->s1, y7-s1->s2, g5-s2->s1, y0-s1, g6-s0, y6-s2, b4-s1, y8-s2, b7-s1, g7-s2, g1-s1, y1-s2, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, 
278: g6-s0->s1, y7-s1->s2, y3-s4->s2, b3-s5, y5-s4->s6, g8-s1, y6-s2->s1, g9-s2->s7, b5-s3->s5, y0-s1, y8-s2, b4-s1, g7-s2, b7-s1, y1-s2, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, b2-s0, 
279: y5-s6, g6-s0->s1, y7-s1->s2, g9-s2->s7, b5-s3->s5, b2-s0, g8-s1, y0-s1, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, y3-s4->s2, b3-s5, y6-s2->s1, y8-s2, g7-s2, y1-s2, 
280: g9-s2->s7, b5-s3->s5, y3-s4->s2, b2-s0, g8-s1, y5-s6, g6-s0->s1, y7-s1->s2, y6-s2->s1, y0-s1, y8-s2, b4-s1, g7-s2, b7-s1, y1-s2, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, b3-s5, 
281: b2-s0->s1, y6-s2->s1, b5-s3->s5, y8-s2, g7-s2, y1-s2, g9-s7, g8-s1->s0, y5-s6->s4, y0-s1, y3-s2, y7-s1->s2, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b3-s5, 
282: g9-s7->s2, y5-s6->s4, b2-s0->s1, g8-s1->s0, y7-s1->s2, y6-s2->s1, b5-s3->s5, y8-s2, g7-s2, y1-s2, y3-s2, y0-s1, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b3-s5->s3, 
283: b2-s0->s1, g8-s1->s0, y7-s1->s2, y6-s2->s1, b3-s5->s3, y5-s6->s4, g9-s7->s2, y8-s2, g7-s2, y1-s2, y3-s2, b5-s5, y0-s1, b4-s1, b7-s1, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, 
284: y0-s1->s5, y5-s6->s4, g9-s7->s2, g8-s0, b4-s1, b5-s5, y7-s1->s2, y6-s2->s1, b3-s5->s3, b7-s1, y8-s2, g1-s1, g7-s2, g0-s1, y1-s2, b6-s1, y3-s2, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, 
285: y7-s2, b5-s5, y0-s1->s5, y6-s2->s1, b3-s5->s3, y5-s6->s4, g8-s0, b4-s1, y8-s2, b7-s1, g7-s2, g1-s1, y1-s2, g0-s1, y3-s2, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, g9-s7->s2, 
286: y7-s2, b5-s5, y6-s2->s1, b3-s5->s3, y5-s6->s4, g9-s7->s2, g8-s0, b4-s1, y0-s5, y8-s2, b7-s1, g7-s2, g1-s1, y1-s2, g0-s1, y3-s2, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, 
287: g9-s2, y0-s5, y8-s2->s1, y7-s2->s4, b3-s5->s3, b4-s1, g7-s2, b5-s5, b7-s1, y1-s2, g1-s1, y3-s2, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s0, y5-s6->s4, 
288: g8-s0, b4-s1, y8-s2->s1, y7-s2->s4, b3-s5->s3, y5-s6->s4, b7-s1, g7-s2, b5-s5, g1-s1, y1-s2, g0-s1, y3-s2, b6-s1, g9-s2, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, y0-s5, 
289: y8-s2->s1, g7-s2, y1-s2, y3-s2, g9-s2, b3-s5->s3, b5-s5, g8-s0, y5-s6->s4, b7-s1, b4-s1->s0, y7-s2->s4, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, y0-s5, 
290: b4-s1->s0, y8-s2->s1, b3-s5->s3, g7-s2, b5-s5, y1-s2, y3-s2, g9-s2, y7-s2->s4, g8-s0, y5-s6->s4, b7-s1, y0-s5, g1-s1, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, 
291: y5-s4, y0-s5, g8-s0->s1, b4-s1->s0, y8-s2->s1, b3-s5->s3, b7-s1, y7-s4, g7-s2, b5-s5, g1-s1, y1-s2, g0-s1, y3-s2, b6-s1, g9-s2, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, 
292: y5-s4, g8-s0->s1, y7-s4, b4-s0, b7-s1->s3, y8-s2->s1, y0-s5->s1, b5-s5->s3, g1-s1, b3-s3, g7-s2, g0-s1, y1-s2, b6-s1, y3-s2, g3-s1, g9-s2, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, 
293: b3-s3, y5-s4, g8-s0->s1, g1-s1->s0, b7-s1->s3, y8-s2->s1, y0-s5->s1, b5-s5->s3, b4-s0, g0-s1, y7-s4, g7-s2, b6-s1, y1-s2, g3-s1, y3-s2, g2-s1, g9-s2, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, 
294: y5-s4, b4-s0->s1, g1-s1->s0, b7-s1->s3, y8-s2->s1, b3-s3->s1, b5-s5->s3, y7-s4, g7-s2, y1-s2, y3-s2, g9-s2, g0-s1, b6-s1, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, 
295: b3-s3->s1, b4-s0->s1, b5-s5->s3, y5-s4, g1-s1->s0, g7-s2->s1, y7-s4, y1-s2, y3-s2, g9-s2, g0-s1, b6-s1, b7-s1->s3, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, 
296: b3-s3->s1, g1-s0, b4-s0->s1, y5-s4, b7-s1->s3, b5-s5->s3, y7-s4, g0-s1->s2, b6-s1, g7-s2->s1, g3-s1, y1-s2, g2-s1, y3-s2, b8-s1, g9-s2, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, 
297: y5-s4, g1-s0->s1, g0-s1->s2, b7-s1->s3, b3-s3->s1, y7-s4, b6-s1, b5-s5->s3, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g7-s2->s1, y1-s2, y3-s2, g9-s2, 
298: b6-s1, g0-s1->s2, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, y5-s4->s2, g1-s0->s1, b7-s3, y7-s4, g7-s2->s1, b5-s5->s3, y1-s2, y3-s2, g9-s2, b3-s3->s1, 
299: b3-s3->s1, y5-s4->s2, g1-s0->s1, g0-s1->s2, b6-s1, g7-s2->s1, b5-s5->s3, g3-s1, b7-s3, y7-s4, y1-s2, g2-s1, y3-s2, b8-s1, g9-s2, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, 
300: y7-s4, g0-s1->s2, g7-s2->s1, b5-s5->s3, b6-s1, y1-s2, g3-s1, y3-s2, g2-s1, g9-s2, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, y5-s4->s2, b7-s3, 
301: b6-s1->s0, g0-s1->s2, g7-s2->s1, b7-s3->s5, y5-s4->s2, y7-s4->s6, g3-s1, y1-s2, g2-s1, y3-s2, b8-s1, g9-s2, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, b5-s3, 
302: y5-s2, g0-s1->s2, b5-s3->s1, y7-s4->s6, g3-s1, g2-s1, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, b7-s3->s5, g7-s2->s1, y1-s2, y3-s2, g9-s2, b6-s1->s0, 
303: b5-s3->s1, b7-s3->s5, y7-s4->s6, g3-s1, y5-s2, g0-s1->s2, y1-s2->s1, g2-s1, y3-s2, b8-s1, g9-s2, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b6-s1->s0, 
304: y1-s2->s1, y7-s4->s6, b6-s0, y3-s2, g9-s2, y5-s2, b5-s3->s1, g3-s1, b7-s3->s5, g2-s1, g0-s2, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, 
305: y7-s4->s6, b6-s0, b5-s3->s1, g2-s1, g3-s1->s0, y1-s2->s1, g0-s2->s7, b7-s3->s5, b8-s1, y3-s2, y9-s1, g9-s2, y2-s1, y5-s2, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, 
306: g3-s1->s0, g2-s1->s2, y1-s2->s1, y7-s4->s6, y3-s2, g9-s2, y5-s2, b6-s0, g0-s2->s7, b5-s3->s1, b7-s3->s5, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, 
307: g3-s1->s0, g2-s1->s2, y1-s2->s1, g0-s2->s7, b5-s3->s1, b7-s3->s5, y7-s4->s6, b6-s0, b8-s1, y3-s2, y9-s1, g9-s2, y2-s1, y5-s2, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, 
308: g2-s1->s2, y1-s2->s1, g0-s2->s7, b7-s3->s5, y7-s4->s6, y3-s2, g9-s2, y5-s2, b6-s0, g3-s0, b8-s1, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, 
309: g2-s1->s2, y7-s4->s6, b6-s0, g3-s0, b8-s1, y9-s1, y1-s2->s1, g0-s2->s7, b7-s3->s5, y2-s1, y3-s2, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, 
310: y7-s4->s6, b6-s0, g3-s0, b7-s5, y9-s1, g0-s7, b8-s1->s0, g2-s1->s2, y1-s2->s1, y2-s1, y3-s2, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, 
311: y7-s6, g0-s7->s2, y9-s1, y2-s1, b9-s1, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, g2-s1->s2, g3-s0, b6-s0->s1, b8-s1->s0, y1-s2->s1, b7-s5->s3, y3-s2, g9-s2, y5-s2, 
312: b7-s5->s3, g0-s7->s2, g3-s0, y2-s1, y7-s6, b6-s0->s1, y3-s2->s1, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, g2-s1->s2, y9-s1, b8-s1->s0, 
313: y7-s6->s4, g3-s0, g0-s7->s2, b8-s0, y2-s1, y3-s2->s1, b7-s5->s3, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s0->s1, g2-s1->s2, y9-s1, 
314: y3-s2->s1, b7-s5->s3, y7-s6->s4, g3-s0, y2-s1, y9-s1->s2, g9-s2, b8-s0, b9-s1, y5-s2, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g0-s7->s2, g2-s2, 
315: y9-s1->s2, y7-s6->s4, g0-s7->s2, b8-s0, y2-s1, g3-s0->s1, y3-s2->s1, g2-s2->s7, b7-s5->s3, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, 
316: g3-s0->s1, y9-s1->s2, y2-s1->s5, y3-s2->s1, g2-s2->s7, b7-s5->s3, y7-s6->s4, b9-s1, g9-s2, b1-s1, y5-s2, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, b8-s0, g0-s2, 
317: g3-s0->s1, y9-s1->s2, b7-s5->s3, b8-s0, y7-s6->s4, b9-s1, y2-s1->s5, y3-s2->s1, g2-s2->s7, b1-s1, g9-s2, y4-s1, y5-s2, b0-s1, g0-s2, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, 
318: b8-s0->s1, y9-s1->s2, b9-s1->s3, y3-s2->s1, g2-s2->s7, y7-s6->s4, g9-s2, y5-s2, g0-s2, y2-s5, b7-s5->s3, b1-s1, y4-s1, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, 
319: y2-s5, y3-s2->s1, g2-s2->s7, b7-s5->s3, y7-s6->s4, b1-s1, g9-s2, y4-s1, y5-s2, b0-s1, g0-s2, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, b8-s0->s1, y9-s1->s2, b9-s1->s3, 
320: g9-s2->s1, b8-s0->s1, b9-s1->s3, y5-s2, g0-s2, g2-s7, y2-s5, y7-s6->s4, y4-s1, b7-s3, b1-s1->s0, y9-s1->s2, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, 
321: b9-s1->s3, g9-s2->s1, y7-s6->s4, g2-s7->s2, y5-s2, g0-s2, y2-s5, b7-s3->s1, y4-s1, y9-s1->s2, b0-s1, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, b1-s1->s0, 
322: y9-s2, b1-s1->s0, b9-s1->s3, g9-s2->s1, b7-s3->s1, y2-s5->s1, y7-s6->s4, g2-s7->s2, y4-s1, y5-s2, b0-s1, g0-s2, g4-s1, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, 
323: y7-s4, g2-s7->s2, b7-s3->s1, b1-s0, y4-s1, b9-s1->s3, g9-s2->s1, y9-s2->s4, y2-s5->s1, b0-s1, y5-s2, g4-s1, g0-s2, g5-s1, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, 
324: b1-s0->s1, y4-s1->s5, y9-s2->s4, b7-s3->s1, g2-s7->s2, b0-s1, b9-s3, y7-s4, g9-s2->s1, g4-s1, y5-s2, g5-s1, g0-s2, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, 
325: y4-s1->s5, g9-s2->s1, b7-s3->s1, y7-s4->s2, g4-s1, y5-s2, g5-s1, g0-s2, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, y9-s2->s4, g2-s7->s2, b9-s3, b1-s0->s1, b0-s1->s3, 
326: b7-s3->s1, g4-s1->s2, y4-s5, y7-s4->s2, g5-s1, g2-s2, b1-s0->s1, b0-s1->s3, g9-s2->s1, y9-s2->s4, g6-s1, y5-s2, b2-s1, g0-s2, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b9-s3, 
327: g9-s2->s1, y5-s2, g0-s2, y4-s5, b9-s3->s5, y7-s4->s2, g5-s1, g2-s2, g4-s1->s2, b0-s1->s3, g6-s1, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, y9-s4, 
328: y9-s4, g4-s1->s2, b0-s1->s3, g9-s2->s1, b9-s3->s5, y7-s4->s2, g5-s1, y5-s2, g6-s1, g0-s2, b2-s1, g2-s2, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, y4-s5, 
329: y7-s2, y9-s4, y4-s5, g4-s1->s2, b0-s1->s3, y5-s2->s1, b9-s3->s5, g5-s1, g0-s2, g6-s1, g2-s2, b2-s1, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, 
330: b0-s1->s3, y4-s5, y9-s4, y5-s2->s1, g6-s1, g0-s2, b2-s1, g2-s2, y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, g5-s1->s0, g4-s1->s2, y7-s2, b9-s3->s5, 
331: b2-s1, b0-s3, y9-s4, y4-s5, g5-s1->s0, g4-s1->s2, y5-s2->s1, b9-s3->s5, y6-s1, g6-s1, g0-s2, g8-s1, g2-s2, y0-s1, y7-s2, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, 
332: y9-s4, b9-s3->s5, y4-s5->s1, b2-s1, b0-s3, g5-s1->s0, g4-s1->s2, y5-s2->s1, y6-s1, g6-s1, g0-s2, g8-s1, g2-s2, y0-s1, y7-s2, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, 
333: b9-s3->s5, g5-s0, b0-s3, y4-s5->s1, b2-s1, y9-s4, g4-s1->s2, y5-s2->s1, y6-s1, g6-s1, g0-s2, g8-s1, g2-s2, y0-s1, y7-s2, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, 
334: g5-s0, g4-s1->s2, y6-s1, g6-s1, b2-s1->s3, y5-s2->s1, b9-s3->s5, y9-s4->s6, g8-s1, g0-s2, b0-s3, y0-s1, g2-s2, y8-s1, y7-s2, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, 
335: b2-s1->s3, y5-s2->s1, b9-s3->s5, y9-s4->s6, g0-s2, b0-s3, g2-s2, y7-s2, g5-s0, y6-s1, g4-s2, g6-s1->s2, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, 
336: y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, g5-s0, g4-s2, g6-s1->s2, b2-s1->s3, y5-s2->s1, b9-s3->s5, y9-s4->s6, g0-s2, b0-s3, g2-s2, y7-s2, 
337: y6-s1, g8-s1, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, g5-s0, b9-s5, y5-s2->s1, b0-s3->s5, g0-s2, g2-s2, y7-s2, g6-s1->s2, g4-s2->s7, y9-s4->s6, b2-s1->s3, 
338: g0-s2->s1, b0-s3->s5, g5-s0, y6-s1, b9-s5, g6-s1->s2, g2-s2, g8-s1, y7-s2, y0-s1, y8-s1, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, y5-s1, y9-s4->s6, b2-s1->s3, g4-s2->s7, 
339: b0-s3->s5, y9-s4->s6, b9-s5->s3, g5-s0, g8-s1, g6-s1->s2, b2-s1->s3, y6-s1->s5, g0-s2->s1, g4-s2->s7, y0-s1, g2-s2, y8-s1, y7-s2, b4-s1, g1-s1, b3-s1, g7-s1, b5-s1, y1-s1, b6-s1, g3-s1, y3-s1, b8-s1, y2-s1, b1-s1, b7-s1, g9-s1, y4-s1, y5-s1, 
